,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
2,825,Tether,USDT,tether,41495,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T04:44:00.000Z,0.9999817182810037,78968597881.85982,43.3074,0.00176433,0.00541351,-0.02496786,-0.01399324,-0.00810438,-0.01270574,69349075069.77443,6.8663,72140447446.17,,2022-11-03T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 04:45:34.777806+00:00
3,1839,BNB,BNB,bnb,1132,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977716.84719825,159979963.59042934,,4,,,,2022-11-03T04:44:00.000Z,324.70223174077336,1415300241.99405,22.3894,0.47021539,-0.35904829,11.85360303,12.97758455,16.85401796,3.74898292,51945121689.07879,5.1423,64940446348.15,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
4,3408,USD Coin,USDC,usd-coin,6653,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42542266647.8906,42542266647.8906,,5,,,,2022-11-03T04:44:00.000Z,1.0000827399005154,6195869211.367189,83.8089,-0.01322427,0.00060935,0.02522231,0.00540055,0.00171777,0.03352572,42545786590.80075,4.2124,42545786590.8,,2022-11-03T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 04:45:34.777806+00:00
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T04:44:00.000Z,0.4576125753284109,1450649023.3108928,19.8427,0.13422983,-0.7584542,-3.79083821,0.47928891,38.26775389,21.74957541,22919712156.402016,2.2689,45761257532.84,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
6,4687,Binance USD,BUSD,binance-usd,5377,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T04:44:00.000Z,1.0000235950196372,8605762584.32556,26.1427,-0.02566203,-0.05809965,-0.04852467,0.01295925,-0.02061959,-0.00292711,21659181481.59372,2.1444,21659181481.59,,2022-11-03T04:44:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 04:45:34.777806+00:00
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T04:44:00.000Z,0.13393460748020533,4135685194.539584,-46.1395,1.17950581,-6.71288836,72.3150227,122.2715033,114.32285414,96.36214041,17769206740.605152,1.7593,17769206740.61,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330907829.432,35101471140.919,,9,,,,2022-11-03T04:44:00.000Z,0.3951579189400659,733631580.1991969,53.0215,0.0562217,-0.93204933,-2.76125733,-7.60910876,-20.16948181,-22.60001037,13566130093.201565,1.3432,17782106352.3,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359331107.08825153,511616946.142289,,10,,,,2022-11-03T04:44:00.000Z,31.84952179062547,1245673316.1582553,71.0137,0.45793125,-1.36087542,0.9322715,-3.76760888,1.65598599,-20.40167258,11444523925.256842,1.1331,16294755074.61,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T04:44:00.000Z,0.9683907764430765,845948221.2512059,157.6078,2.16973644,10.95227275,3.85403778,18.92182851,9.56364778,5.15528521,8458232481.591504,0.8374,9683907764.43,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728275.398679,1248551945.7238588,,12,904869778.0,5834722241.945417,,2022-11-03T04:44:00.000Z,6.448134730327371,380714312.8810381,55.5552,0.28373465,0.23522956,-0.93900344,1.22929702,-11.65191347,-23.13075798,7303984532.622048,0.7232,8050831163.84,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T04:44:00.000Z,1.2258455926550576e-05,633924874.9569665,-32.5063,0.40163274,-4.08198931,5.38752473,9.78172559,-0.48707334,1.76667401,6730668004.992495,0.6663,7229240878.6,,2022-11-03T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 04:45:34.777806+00:00
13,4943,Dai,DAI,multi-collateral-dai,1456,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126053314.089033,6126053314.089033,,14,,,,2022-11-03T04:44:00.000Z,1.0003278625200795,319035259.82907265,71.7228,0.02854145,0.07372734,0.04793361,0.05950424,0.07306184,0.05280704,6128061817.366732,0.6066,6128061817.37,,2022-11-03T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 04:45:34.777806+00:00
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92250037251.28708,92250056871.98372,,15,71659659264.0,4434939114.569864,,2022-11-03T04:44:00.000Z,0.06188892272333014,402663083.8589526,31.3735,-0.02583559,-1.69273297,-3.15846724,1.12812828,-1.51711226,-11.01668234,5709255426.669232,0.5653,5709256640.97,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
0,1,Bitcoin,BTC,bitcoin,9813,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196818.0,19196818.0,,1,,,,2022-11-03T04:45:00.000Z,20353.58158550381,56199797677.527885,44.8853,0.15429577,-0.80922331,-2.05891402,3.80272391,2.88632434,-12.05636082,390724001345.06805,38.6849,427425213295.58,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T04:45:00.000Z,1553.2634127929864,24357847971.547813,74.0421,0.23978715,-2.27674665,-0.12191564,16.77137529,0.04267036,-6.19716111,190078844855.1198,18.8194,190078844855.12,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
2,825,Tether,USDT,tether,41495,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T04:45:00.000Z,0.9999740931009199,78957611733.22014,43.2848,-0.00060618,0.00693073,-0.02536692,-0.01401888,-0.00800356,-0.01213209,69348546260.92085,6.8663,72139897352.21,,2022-11-03T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 04:46:35.833868+00:00
3,1839,BNB,BNB,bnb,1132,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977716.84719825,159979963.59042934,,4,,,,2022-11-03T04:45:00.000Z,324.7327258264381,1415206784.5138469,22.3913,0.47808808,-0.32250012,11.86308187,12.99700379,16.85615347,3.75687768,51950000063.28078,5.1428,64946545165.29,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
4,3408,USD Coin,USDC,usd-coin,6653,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42542266647.8906,42542266647.8906,,5,,,,2022-11-03T04:45:00.000Z,1.0000919670027697,6195614446.56266,83.7983,-0.01528683,0.00137422,0.0232978,0.00539761,0.00257001,0.03571783,42546179132.64524,4.2124,42546179132.65,,2022-11-03T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 04:46:35.833868+00:00
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T04:45:00.000Z,0.4576182140887223,1450495362.9863167,19.8555,0.13303705,-0.75170684,-3.78626023,0.49402927,38.26193153,21.74727545,22919994576.008087,2.269,45761821408.87,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
6,4687,Binance USD,BUSD,binance-usd,5377,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T04:45:00.000Z,1.0000231367023444,8602989274.177172,26.0706,-0.02576727,-0.05536581,0.01155666,0.012297,-0.02621861,-0.00037754,21659171555.050514,2.1444,21659171555.05,,2022-11-03T04:45:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 04:46:35.833868+00:00
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T04:45:00.000Z,0.13398318011992957,4133937825.4900823,-46.0589,1.05685991,-6.55117032,72.44756717,122.40397351,114.40986131,96.44669474,17775650909.84143,1.76,17775650909.84,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330907829.432,35101471140.919,,9,,,,2022-11-03T04:45:00.000Z,0.39515936196969154,733625853.8414582,53.033,0.05937233,-0.91615588,-2.75430276,-7.60553447,-20.17652207,-22.59489343,13566179633.718637,1.3432,17782171288.64,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359331107.08825153,511616946.142289,,10,,,,2022-11-03T04:45:00.000Z,31.85187262758901,1245682720.235965,71.0239,0.50853939,-1.34814604,0.94516876,-3.75603339,1.66211655,-20.39447234,11445368654.105534,1.1332,16295957802.64,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T04:45:00.000Z,0.9676616088416525,846087702.8425707,157.6556,2.14328136,10.87665384,3.78581764,18.8344823,9.47738869,5.07217327,8451863700.267976,0.8368,9676616088.42,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728275.398679,1248551945.7238588,,12,904869778.0,5833476598.927803,,2022-11-03T04:45:00.000Z,6.446758131121717,380858313.3112388,55.5988,0.27180903,0.22769506,-0.95159791,1.21400752,-11.670326,-23.14067325,7302425219.777913,0.723,8049112408.22,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T04:45:00.000Z,1.225909775160606e-05,633726831.2925917,-32.3342,0.33114101,-4.01866791,5.57324615,9.79245717,-0.48133072,1.7905455,6731020407.561925,0.6663,7229619385.32,,2022-11-03T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 04:46:35.833868+00:00
13,4943,Dai,DAI,multi-collateral-dai,1456,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126053314.089033,6126053314.089033,,14,,,,2022-11-03T04:45:00.000Z,1.0003367106818049,319071019.1322772,71.7596,0.03348027,0.07591974,0.05727356,0.05681523,0.07612778,0.06529392,6128116021.677193,0.6066,6128116021.68,,2022-11-03T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 04:46:35.833868+00:00
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92250037251.28708,92250056871.98372,,15,71659659264.0,4434685092.661791,,2022-11-03T04:45:00.000Z,0.06188537788498339,402624409.49119383,31.3448,-0.0323568,-1.68829838,-3.16473466,1.11849711,-1.52628318,-11.01831937,5708928415.199696,0.5652,5708929629.43,,2022-11-03T04:45:00.000Z,,,,,,2022-11-03 04:46:35.833868+00:00
